INSERT into tentor (id_tentor, alamat_tentor, nama_tentor, tanggal_t) VALUES
('867205','teratai','rudi','2022-07-02'),
('921077','cempaka','utami','2025-09-10'),
('898060','mawar','vina','2022-07-09'),
('450689','bougenville','eka','2022-04-15'),
('865134','melati','wawan','2025-11-20'),
('625268','mawar','kartika','2012-01-06'),
('765055','anggrek','budi','2023-02-12'),
('071104','lily','kartika','2012-07-18'),
('936458','kenanga','eka','2019-10-14'),
('526375','lily','indah','2020-05-25'),
('630918','lily','budi','2024-01-20'),
('118266','flamboyan','gita','2021-02-05'),
('991112','anggrek','citra','2023-12-27'),
('863014','sakura','budi','2025-11-29'),
('384815','lily','tono','2014-01-03'),
('740826','mawar','citra','2016-01-11'),
('573251','flamboyan','utami','2018-05-26'),
('458824','melati','fajar','2021-08-04'),
('150248','melati','nanda','2018-10-22'),
('033538','lily','utami','2019-10-13'),
('103814','kenanga','fajar','2017-05-14'),
('377541','teratai','budi','2012-03-17'),
('549590','lily','budi','2012-10-20'),
('445118','mawar','rudi','2019-07-29'),
('342501','kenanga','budi','2011-10-26'),
('188346','melati','budi','2015-02-09'),
('437600','cempaka','budi','2019-06-22'),
('450829','anggrek','tono','2019-05-13'),
('343447','cempaka','vina','2015-09-16'),
('894012','sakura','wawan','2017-06-28'),
('830019','cempaka','joko','2017-09-17'),
('311464','flamboyan','kartika','2021-05-27'),
('353799','anggrek','tono','2024-03-14'),
('697900','melati','mira','2018-02-28'),
('781996','sakura','fajar','2025-11-28'),
('740113','anggrek','joko','2019-06-01'),
('395884','lily','vina','2022-11-07'),
('349777','kenanga','rudi','2019-10-27'),
('258378','teratai','eka','2017-03-14'),
('689026','flamboyan','nanda','2023-11-14'),
('981371','anggrek','budi','2010-04-25'),
('524637','anggrek','citra','2014-07-28'),
('507361','lily','eka','2010-02-15'),
('279519','bougenville','ayu','2019-03-11'),
('641064','teratai','citra','2021-10-02'),
('403768','cempaka','sari','2013-06-12'),
('422952','cempaka','ayu','2025-04-23'),
('007860','melati','citra','2012-11-25'),
('552779','melati','kartika','2017-08-22'),
('817123','sakura','dewi','2025-01-29'),
('039360','teratai','vina','2021-02-21'),
('823920','flamboyan','ayu','2017-07-13'),
('625278','kenanga','fajar','2011-08-12'),
('068951','sakura','kartika','2016-08-07'),
('656110','teratai','kartika','2022-09-20'),
('546486','teratai','vina','2019-05-16'),
('338545','mawar','fajar','2015-12-17'),
('467718','cempaka','citra','2012-05-14'),
('445317','bougenville','sari','2017-02-23'),
('305600','lily','mira','2021-01-28'),
('920658','anggrek','hendra','2023-12-16'),
('639914','bougenville','hendra','2022-03-23'),
('592090','mawar','indah','2017-05-26'),
('151262','flamboyan','gita','2022-02-17'),
('461123','kenanga','indah','2018-09-11'),
('494994','lily','joko','2012-03-23'),
('206544','mawar','fajar','2018-05-25'),
('893324','flamboyan','kartika','2019-09-14'),
('264679','anggrek','rudi','2014-06-22'),
('329660','melati','wawan','2017-05-02'),
('165311','sakura','indah','2010-10-16'),
('451405','mawar','mira','2012-01-09'),
('084070','lily','budi','2014-06-11'),
('480256','anggrek','hendra','2023-11-25'),
('563237','melati','tono','2025-05-29'),
('353480','bougenville','tono','2015-12-21'),
('225299','bougenville','wawan','2014-03-14'),
('266104','flamboyan','hendra','2016-09-13'),
('868307','melati','kartika','2013-02-19'),
('240563','cempaka','budi','2020-01-10'),
('133770','flamboyan','wawan','2014-01-26'),
('764915','kenanga','fajar','2015-01-10'),
('484126','kenanga','dewi','2025-02-13'),
('610152','anggrek','mira','2011-01-31'),
('443592','bougenville','eka','2025-04-12'),
('770916','kenanga','lia','2024-08-26'),
('772045','bougenville','lia','2013-09-04'),
('557979','cempaka','kartika','2016-03-08'),
('474377','cempaka','eka','2014-05-16'),
('790689','cempaka','nanda','2020-02-04'),
('306252','sakura','utami','2024-08-28'),
('710574','flamboyan','utami','2020-11-29'),
('746046','kenanga','eka','2013-05-17'),
('701904','sakura','vina','2013-02-04'),
('900373','cempaka','kartika','2023-05-15'),
('468079','mawar','lia','2014-10-06'),
('448545','teratai','budi','2017-02-23'),
('907578','flamboyan','budi','2017-07-15'),
('011359','kenanga','fajar','2025-11-22'),
('875659','lily','fajar','2010-03-04'),
('792332','sakura','kartika','2010-03-13'),
('953287','teratai','mira','2013-06-17'),
('520162','lily','budi','2021-09-13'),
('117031','cempaka','indah','2018-01-01'),
('053938','bougenville','hendra','2023-07-31'),
('462282','lily','eka','2011-01-02'),
('074737','mawar','dewi','2025-12-11'),
('167492','cempaka','citra','2017-07-15'),
('624311','anggrek','rudi','2023-10-04'),
('091785','bougenville','utami','2013-04-28'),
('896612','lily','ayu','2017-05-01'),
('411918','teratai','lia','2013-04-14'),
('387933','kenanga','fajar','2023-05-09'),
('391341','lily','wawan','2015-02-07'),
('252364','lily','tono','2013-11-05'),
('255201','cempaka','tono','2011-03-30'),
('420237','sakura','wawan','2025-02-08'),
('829977','sakura','eka','2012-03-21'),
('072006','melati','kartika','2025-07-29'),
('979701','lily','vina','2020-07-25'),
('772480','kenanga','eka','2015-06-27'),
('717690','lily','indah','2024-01-17'),
('918473','cempaka','fajar','2019-08-25'),
('845731','lily','kartika','2015-01-07'),
('713554','kenanga','gita','2010-01-30'),
('610549','flamboyan','citra','2014-09-09'),
('234962','mawar','gita','2010-02-17'),
('355023','teratai','ayu','2017-09-27'),
('226336','teratai','fajar','2023-04-15'),
('825749','sakura','hendra','2011-10-13'),
('699464','melati','vina','2011-09-24'),
('854132','bougenville','eka','2018-07-05'),
('408378','melati','gita','2010-07-18'),
('045235','lily','wawan','2017-12-20'),
('657071','lily','eka','2020-02-02'),
('319729','anggrek','mira','2013-01-21'),
('468849','teratai','lia','2025-03-20'),
('531973','teratai','eka','2024-02-21'),
('180220','sakura','lia','2020-05-23'),
('380328','anggrek','budi','2013-03-23'),
('058974','melati','vina','2016-08-20'),
('656990','sakura','ayu','2010-08-26'),
('655822','bougenville','lia','2025-05-31'),
('715792','melati','ayu','2020-11-17'),
('208361','cempaka','ayu','2015-06-20'),
('798951','melati','vina','2021-07-09'),
('140283','kenanga','budi','2013-12-08'),
('771482','anggrek','fajar','2025-11-29'),
('012967','kenanga','hendra','2012-05-14'),
('837016','mawar','lia','2018-02-24'),
('998057','anggrek','rudi','2010-04-09'),
('691126','sakura','indah','2015-05-06'),
('337835','cempaka','budi','2025-11-03'),
('112384','mawar','ayu','2013-02-02'),
('954748','melati','budi','2021-11-25'),
('847734','flamboyan','indah','2013-04-04'),
('630189','mawar','vina','2016-11-06'),
('948409','kenanga','wawan','2012-04-13'),
('338360','sakura','sari','2016-02-08'),
('357619','kenanga','dewi','2025-07-21'),
('582202','melati','rudi','2014-06-14'),
('759063','melati','joko','2018-07-03'),
('256650','flamboyan','vina','2012-08-04'),
('704149','cempaka','vina','2023-09-25'),
('716436','sakura','wawan','2017-12-05'),
('502005','cempaka','lia','2012-03-17'),
('158390','teratai','sari','2022-02-20'),
('941421','mawar','fajar','2018-08-08'),
('552425','cempaka','kartika','2023-08-06'),
('517774','cempaka','dewi','2024-08-18'),
('853994','kenanga','utami','2014-04-15'),
('892158','anggrek','joko','2018-04-22'),
('468152','mawar','hendra','2015-09-24'),
('163366','teratai','kartika','2020-05-25'),
('887257','flamboyan','rudi','2025-06-20'),
('839816','sakura','vina','2013-08-19'),
('960992','melati','dewi','2016-11-14'),
('644508','sakura','gita','2015-03-28'),
('564741','mawar','nanda','2021-09-29'),
('220190','melati','hendra','2020-02-11'),
('783863','anggrek','nanda','2016-02-17'),
('964246','mawar','utami','2017-01-24'),
('939591','teratai','tono','2025-06-18'),
('428080','flamboyan','dewi','2025-03-30'),
('396146','teratai','hendra','2010-04-21'),
('384355','lily','citra','2019-08-07'),
('922995','mawar','nanda','2024-09-16'),
('663832','bougenville','citra','2020-07-26'),
('422527','sakura','hendra','2016-02-24'),
('813599','anggrek','hendra','2021-09-23'),
('503120','lily','citra','2019-11-26'),
('399327','cempaka','rudi','2010-12-11'),
('108080','mawar','kartika','2012-06-17'),
('556165','cempaka','eka','2011-10-03'),
('415543','mawar','kartika','2013-11-26'),
('840449','flamboyan','sari','2020-09-11'),
('763345','bougenville','dewi','2019-08-05'),
('281846','sakura','gita','2020-06-17'),
('448511','anggrek','wawan','2015-12-07'),
('871797','anggrek','tono','2012-01-24'),
('390761','sakura','indah','2013-05-31'),
('425930','bougenville','kartika','2022-07-18'),
('861491','flamboyan','gita','2018-11-13'),
('079396','lily','mira','2015-02-25'),
('530267','flamboyan','lia','2017-09-30'),
('591895','melati','budi','2015-09-07'),
('254371','anggrek','utami','2014-01-12'),
('982931','mawar','rudi','2020-09-02'),
('322491','lily','nanda','2010-10-06'),
('622126','lily','dewi','2020-12-17'),
('258996','lily','budi','2025-08-06'),
('765645','lily','fajar','2013-02-04'),
('441584','anggrek','indah','2012-06-02'),
('503431','flamboyan','fajar','2016-02-20'),
('612167','flamboyan','lia','2014-06-11'),
('208553','lily','kartika','2021-06-07'),
('933335','kenanga','tono','2013-01-21'),
('276582','anggrek','indah','2019-02-17'),
('182812','bougenville','dewi','2021-11-28'),
('084531','kenanga','lia','2016-01-14'),
('681724','sakura','rudi','2016-05-27'),
('314820','cempaka','rudi','2023-10-08'),
('064979','sakura','utami','2014-10-05'),
('716256','teratai','indah','2024-09-10'),
('885197','bougenville','vina','2022-04-08'),
('704343','bougenville','kartika','2024-07-16'),
('692444','melati','hendra','2018-01-07'),
('250712','kenanga','lia','2023-09-12'),
('038289','kenanga','sari','2011-08-22'),
('628195','anggrek','budi','2010-04-27'),
('953321','lily','gita','2021-03-21'),
('856871','teratai','indah','2010-05-03'),
('531182','anggrek','budi','2021-02-15'),
('973935','sakura','kartika','2018-05-20'),
('898296','melati','lia','2013-02-20'),
('688935','flamboyan','hendra','2017-05-10'),
('603312','bougenville','nanda','2016-01-22'),
('912435','kenanga','tono','2010-02-08'),
('991093','teratai','indah','2018-02-04'),
('880816','bougenville','tono','2011-08-16'),
('529005','sakura','nanda','2021-07-12'),
('220988','mawar','rudi','2022-11-07'),
('190191','mawar','ayu','2012-07-25'),
('391331','mawar','joko','2023-09-10'),
('446370','melati','indah','2024-07-12'),
('758948','anggrek','eka','2018-12-25'),
('870394','melati','mira','2023-11-16'),
('226812','teratai','ayu','2013-03-10'),
('969897','melati','hendra','2021-02-18'),
('453510','sakura','kartika','2017-06-14'),
('781299','sakura','vina','2024-08-04'),
('174274','lily','budi','2013-10-03'),
('124139','mawar','rudi','2024-09-30'),
('333570','bougenville','vina','2016-12-09'),
('218470','cempaka','vina','2020-02-09'),
('576926','anggrek','wawan','2010-02-13'),
('409064','anggrek','rudi','2021-01-24'),
('118786','sakura','nanda','2014-05-24'),
('208531','lily','joko','2011-03-31'),
('465829','mawar','joko','2022-02-21'),
('514709','lily','budi','2018-06-25'),
('546799','lily','tono','2016-03-10'),
('431307','flamboyan','dewi','2020-01-04'),
('815781','sakura','fajar','2022-10-19'),
('681026','kenanga','hendra','2014-05-10'),
('064084','bougenville','wawan','2012-11-06'),
('469395','flamboyan','utami','2015-11-05'),
('847655','kenanga','lia','2015-12-10'),
('307597','bougenville','gita','2016-01-06'),
('592100','mawar','hendra','2020-02-07'),
('056398','teratai','ayu','2013-12-24'),
('394510','bougenville','mira','2025-12-16'),
('650911','mawar','rudi','2013-06-07'),
('547352','anggrek','gita','2022-07-29'),
('776964','kenanga','nanda','2015-12-10'),
('997428','kenanga','hendra','2010-02-24'),
('588776','mawar','mira','2018-03-13'),
('602156','flamboyan','fajar','2012-11-01'),
('259158','melati','rudi','2021-03-17'),
('920777','teratai','eka','2019-10-16'),
('278728','mawar','wawan','2015-01-16'),
('682035','sakura','joko','2023-09-25'),
('401098','anggrek','vina','2022-06-03'),
('193239','cempaka','joko','2017-03-07'),
('911019','teratai','fajar','2012-02-27'),
('471406','anggrek','lia','2021-05-11'),
('789882','flamboyan','ayu','2013-07-10'),
('442262','bougenville','sari','2016-10-31'),
('898109','teratai','citra','2019-12-04'),
('082750','anggrek','citra','2022-06-08'),
('076812','sakura','mira','2018-09-14'),
('249111','teratai','mira','2025-12-10'),
('424313','teratai','ayu','2020-06-29'),
('966641','melati','tono','2017-10-18'),
('491596','lily','lia','2015-03-04'),
('351139','lily','ayu','2021-04-10'),
('812423','kenanga','eka','2025-05-15'),
('367786','mawar','vina','2010-03-11'),
('012897','melati','nanda','2013-02-27'),
('449997','anggrek','kartika','2021-08-01'),
('145533','kenanga','sari','2020-03-18'),
('425854','cempaka','kartika','2012-10-22'),
('222050','kenanga','joko','2015-05-18'),
('901270','kenanga','rudi','2021-07-09'),
('317289','bougenville','budi','2016-09-06'),
('147798','flamboyan','kartika','2012-12-24'),
('490111','bougenville','fajar','2023-02-15'),
('649879','lily','rudi','2015-04-15'),
('213310','teratai','wawan','2015-02-22'),
('159225','lily','vina','2017-10-10'),
('292286','teratai','vina','2022-07-15'),
('640299','teratai','indah','2012-10-25'),
('629212','lily','hendra','2019-07-09'),
('356637','bougenville','indah','2012-11-13'),
('312444','anggrek','fajar','2020-10-16'),
('093186','kenanga','sari','2013-04-21'),
('442463','kenanga','tono','2020-01-15'),
('697719','mawar','lia','2024-02-19'),
('154277','sakura','wawan','2012-12-07'),
('328224','teratai','tono','2025-12-07'),
('923229','flamboyan','rudi','2020-03-01'),
('438907','teratai','hendra','2012-04-15'),
('958476','flamboyan','ayu','2017-10-17'),
('201945','lily','tono','2015-12-05'),
('957147','bougenville','wawan','2012-06-16'),
('899657','kenanga','joko','2019-12-29'),
('339950','flamboyan','fajar','2022-03-28'),
('287754','mawar','lia','2010-05-16'),
('217627','mawar','gita','2024-08-13'),
('116411','bougenville','vina','2022-08-09'),
('557807','mawar','lia','2023-11-22'),
('313800','mawar','wawan','2018-10-03'),
('118027','lily','rudi','2022-01-17'),
('474772','melati','dewi','2025-04-20'),
('581188','melati','nanda','2024-11-18'),
('813533','bougenville','ayu','2013-08-19'),
('731372','bougenville','ayu','2020-05-14'),
('772588','anggrek','lia','2020-12-28'),
('721965','teratai','utami','2023-09-16'),
('116877','anggrek','indah','2017-07-09'),
('490009','sakura','kartika','2011-02-24'),
('869319','mawar','kartika','2020-11-24'),
('420376','kenanga','hendra','2012-02-21'),
('666477','bougenville','utami','2022-06-28'),
('366474','mawar','utami','2011-11-02'),
('881427','kenanga','kartika','2013-06-23'),
('298653','anggrek','utami','2022-09-02'),
('519475','teratai','joko','2021-04-03'),
('086572','teratai','mira','2010-04-19'),
('826702','teratai','nanda','2012-07-31'),
('424248','kenanga','fajar','2013-05-09'),
('452043','teratai','tono','2019-02-21'),
('999512','sakura','rudi','2021-10-30'),
('237505','flamboyan','sari','2024-08-09'),
('397173','teratai','kartika','2017-09-12'),
('187540','anggrek','eka','2023-08-20'),
('928164','anggrek','eka','2015-06-03'),
('502574','sakura','utami','2016-01-10'),
('911342','bougenville','vina','2010-12-20'),
('886222','cempaka','kartika','2014-03-25'),
('345660','anggrek','joko','2024-09-01'),
('700045','bougenville','vina','2025-07-27'),
('652301','cempaka','joko','2019-10-15'),
('416626','flamboyan','eka','2013-05-21'),
('806500','lily','gita','2014-05-04'),
('049554','teratai','eka','2013-12-20'),
('040805','mawar','sari','2021-09-10'),
('927964','mawar','kartika','2025-11-30'),
('484773','teratai','kartika','2023-10-19'),
('669464','kenanga','fajar','2013-06-05'),
('217393','bougenville','mira','2013-01-19'),
