INSERT into siswa (id_siswa, nama_siswa, tanggal_lahir, kelamin) VALUES
('429398','tono','2015-04-04','P'),
('252982','lia','2010-11-24','P'),
('250321','lia','2014-11-29','L'),
('562823','vina','2014-03-27','P'),
('950642','utami','2012-08-04','P'),
('170998','sinta','2010-06-29','L'),
('519577','kartika','2005-03-31','P'),
('552491','gita','2006-03-19','L'),
('168980','ayu','2015-11-23','P'),
('773646','tono','2013-06-27','L'),
('401115','vina','2011-10-19','P'),
('338895','hendra','2009-08-24','P'),
('247617','bayu','2012-03-31','P'),
('885784','rudi','2007-01-02','L'),
('192491','agus','2015-12-09','P'),
('068519','hendra','2007-10-24','L'),
('725293','tono','2009-10-10','L'),
('899666','tono','2015-11-12','L'),
('019565','zahra','2009-12-01','L'),
('273447','yoga','2005-02-22','P'),
('256648','kartika','2007-09-25','L'),
('925002','citra','2009-05-09','L'),
('470001','bayu','2008-12-04','P'),
('316912','fajar','2015-06-04','L'),
('602367','bayu','2015-04-09','L'),
('248414','fajar','2006-11-28','P'),
('256226','mira','2007-05-03','L'),
('518298','yoga','2012-08-08','P'),
('358458','rudi','2007-07-18','L'),
('321232','rizky','2010-03-25','P'),
('491736','farah','2014-10-02','L'),
('781178','joko','2009-07-13','L'),
('280604','citra','2008-09-16','L'),
('650711','sinta','2013-07-30','L'),
('750611','rudi','2015-08-30','P'),
('104953','bayu','2008-03-29','P'),
('819803','lia','2012-03-15','L'),
('301338','citra','2013-06-30','L'),
('351356','mira','2008-03-06','L'),
('659877','gita','2012-07-07','L'),
('447007','ayu','2009-04-23','L'),
('588538','fajar','2005-02-01','P'),
('549379','ayu','2009-08-14','P'),
('139780','sinta','2013-10-10','L'),
('268372','indah','2005-01-28','L'),
('188509','rudi','2006-12-01','L'),
('854743','sinta','2011-12-07','L'),
('567723','zahra','2013-04-25','L'),
('815493','bayu','2007-06-29','L'),
('379183','hendra','2007-10-27','P'),
('127571','putri','2012-11-01','P'),
('875358','rudi','2009-03-09','L'),
('960406','agus','2011-08-19','L'),
('269362','rina','2009-11-21','P'),
('825936','indah','2005-01-30','L'),
('029699','wawan','2011-01-04','L'),
('972564','mira','2008-02-18','L'),
('106638','utami','2015-01-19','L'),
('040433','citra','2015-12-15','L'),
('468351','sari','2008-11-02','P'),
('969931','nanda','2008-01-08','P'),
('219226','hendra','2008-06-16','L'),
('714282','rudi','2005-12-05','P'),
('161643','rizky','2009-12-09','P'),
('220597','agus','2010-12-20','P'),
('825975','ayu','2006-09-29','L'),
('306006','agus','2007-10-01','P'),
('310542','agus','2005-06-17','L'),
('705667','sari','2008-05-17','P'),
('139892','rudi','2007-05-09','P'),
('528036','rudi','2010-01-17','P'),
('901389','rudi','2013-05-03','P'),
('510915','kartika','2009-07-17','P'),
('509059','agus','2011-01-11','P'),
('363667','lia','2012-08-17','P'),
('100477','rudi','2007-06-23','P'),
('295839','gita','2011-04-17','P'),
('695497','rina','2014-01-15','P'),
('389935','sari','2013-02-13','L'),
('309492','ayu','2008-10-08','P'),
('479865','agus','2008-06-03','L'),
('333016','fajar','2006-03-10','L'),
('635839','budi','2011-06-02','P'),
('274536','eka','2011-08-13','L'),
('043353','gita','2009-01-10','P'),
('425156','utami','2006-09-04','L'),
('317981','dewi','2013-08-10','P'),
('294828','mira','2007-01-03','P'),
('711039','bayu','2008-02-20','P'),
('839468','mira','2008-08-05','P'),
('175340','indah','2005-09-06','P'),
('648487','fajar','2008-07-13','L'),
('041094','gita','2007-03-22','P'),
('090967','citra','2009-03-31','L'),
('895223','rudi','2010-09-09','L'),
('389253','utami','2009-11-11','P'),
('112714','utami','2010-08-08','P'),
('995812','kartika','2006-04-28','L'),
('898628','nanda','2008-09-18','P'),
('899057','farah','2012-10-15','L'),
('718154','zahra','2005-09-21','P'),
('977875','rizky','2005-09-13','L'),
('683421','tono','2009-11-01','P'),
('536933','sinta','2012-04-18','P'),
('442638','rudi','2014-10-18','P'),
('858235','farah','2008-05-10','L'),
('930841','agus','2013-08-23','L'),
('506996','vina','2005-12-22','L'),
('700932','utami','2006-08-25','P'),
('557737','gita','2009-06-07','P'),
('192636','bayu','2007-08-27','L'),
('193579','rudi','2008-02-25','P'),
('293916','ayu','2009-12-27','L'),
('250348','indah','2014-05-14','L'),
('840043','citra','2007-07-19','L'),
('428862','eka','2010-11-30','P'),
('082224','farah','2013-10-02','P'),
('936162','mira','2014-12-24','P'),
('687979','fajar','2011-05-22','P'),
('107054','mira','2011-04-17','L'),
('140565','gita','2014-07-20','L'),
('294324','indah','2009-03-17','P'),
('704533','citra','2012-03-31','L'),
('009210','eka','2010-09-06','P'),
('612684','putri','2015-01-05','L'),
('423210','eka','2008-01-03','P'),
('193667','budi','2007-12-22','P'),
('092853','citra','2009-12-04','P'),
('227699','vina','2009-04-11','P'),
('636096','farah','2014-06-30','L'),
('511163','vina','2010-10-05','L'),
('286514','budi','2006-07-25','L'),
('575943','agus','2015-11-04','P'),
('072923','nanda','2010-01-28','P'),
('669126','agus','2014-06-15','P'),
('947128','agus','2011-01-02','L'),
('408647','farah','2005-01-18','P'),
('426421','budi','2006-01-10','P'),
('599275','lia','2007-06-26','L'),
('820741','putri','2011-07-22','P'),
('217940','fajar','2013-03-05','P'),
('215908','dewi','2010-02-05','P'),
('142088','gita','2014-04-08','L'),
('033992','dewi','2014-05-26','P'),
('008136','bayu','2009-01-23','P'),
('418733','tono','2012-11-27','L'),
('215387','zahra','2005-12-01','L'),
('469469','gita','2008-05-13','L'),
('459527','farah','2015-05-07','L'),
('591596','agus','2013-06-26','P'),
('921952','vina','2011-04-05','P'),
('365604','vina','2012-12-08','L'),
('959204','gita','2011-01-14','P'),
('079268','ayu','2010-08-13','P'),
('185881','yoga','2012-06-06','P'),
('043008','rina','2009-08-17','L'),
('364977','rudi','2010-05-04','P'),
('083435','vina','2014-09-23','L'),
('014902','tono','2014-05-03','P'),
('091473','citra','2011-07-07','P'),
('705214','joko','2005-01-11','P'),
('145251','wawan','2013-07-03','P'),
('125246','mira','2013-04-28','L'),
('116606','farah','2010-01-30','L'),
('010187','lia','2008-12-28','P'),
('394458','agus','2009-07-29','P'),
('495146','fajar','2015-05-21','L'),
('259124','nanda','2015-03-17','P'),
('593696','fajar','2010-02-10','P'),
('477058','agus','2015-01-29','P'),
('436652','budi','2006-02-16','P'),
('118232','sinta','2015-11-08','L'),
('161031','sinta','2010-04-22','L'),
('502206','utami','2005-01-01','L'),
('591662','budi','2006-09-05','P'),
('272707','rina','2012-10-03','P'),
('532075','rina','2009-03-07','P'),
('428000','sari','2006-01-22','P'),
('610301','eka','2007-08-26','P'),
('955864','putri','2013-05-03','L'),
('657908','sinta','2007-08-12','L'),
('213453','farah','2007-09-24','P'),
('341485','dewi','2012-04-12','P'),
('977235','ayu','2007-08-21','L'),
('713109','mira','2007-09-11','L'),
('085214','utami','2013-03-02','L'),
('656871','mira','2012-02-24','L'),
('212224','mira','2007-01-08','P'),
('313594','fajar','2013-02-23','P'),
('435886','tono','2010-06-12','P'),
('997488','budi','2014-02-21','L'),
('482121','tono','2015-07-31','P'),
('066281','mira','2011-02-24','P'),
('400902','putri','2011-05-24','P'),
('392260','hendra','2009-05-16','L'),
('231900','zahra','2009-08-03','P'),
('562807','wawan','2009-03-07','P'),
('042083','utami','2012-11-30','L'),
('646698','nanda','2015-05-16','L'),
('356748','vina','2012-03-30','P'),
('967116','kartika','2014-08-18','P'),
('012626','sinta','2011-03-09','P'),
('874649','indah','2005-01-03','L'),
('437628','rudi','2006-06-26','L'),
('646421','indah','2008-12-29','P'),
('799493','putri','2008-02-20','P'),
('265130','utami','2010-11-02','L'),
('881699','lia','2011-09-07','P'),
('941645','fajar','2007-01-29','L'),
('885365','rudi','2014-06-24','L'),
('931147','yoga','2015-09-27','L'),
('469223','rina','2011-05-06','L'),
('340015','budi','2007-01-16','P'),
('044834','yoga','2013-05-31','P'),
('008791','nanda','2014-02-27','P'),
('055663','bayu','2010-11-02','L'),
('165427','rina','2010-09-20','P'),
('534938','yoga','2013-03-13','L'),
('473949','lia','2010-02-20','P'),
('846199','hendra','2005-01-15','L'),
('683464','ayu','2013-01-30','P'),
('391316','fajar','2005-04-10','L'),
('721901','joko','2007-10-04','L'),
('374691','putri','2006-04-03','L'),
('224993','eka','2009-05-23','L'),
('365248','nanda','2011-01-05','L'),
('246170','eka','2009-02-28','L'),
('370690','budi','2015-05-13','P'),
('866216','dewi','2007-01-21','L'),
('123663','wawan','2013-03-31','L'),
('134545','ayu','2014-02-27','L'),
('760544','mira','2010-01-28','P'),
('188571','sinta','2013-08-05','L'),
('173005','joko','2005-08-08','L'),
('179449','ayu','2008-08-06','L'),
('046045','rina','2011-07-03','P'),
('393722','lia','2006-09-08','P'),
('902210','sinta','2006-04-18','P'),
('294211','farah','2009-11-30','P'),
('406583','kartika','2006-12-20','P'),
('230868','hendra','2009-03-26','L'),
('941984','ayu','2013-06-03','L'),
('862772','fajar','2011-10-05','L'),
('698770','tono','2011-10-21','P'),
('986738','zahra','2009-07-01','P'),
('332987','rina','2010-01-02','L'),
('912138','fajar','2007-09-02','L'),
('661820','sari','2008-02-11','L'),
('658135','kartika','2011-01-25','P'),
('748025','ayu','2007-10-18','P'),
('287459','joko','2012-11-18','L'),
('713433','mira','2012-07-06','L'),
('404974','citra','2006-01-21','P'),
('133491','budi','2012-12-02','P'),
('831382','farah','2011-11-25','P'),
('690235','agus','2013-10-14','L'),
('782570','hendra','2015-07-20','L'),
('288738','rudi','2011-12-21','P'),
('770098','zahra','2012-12-23','L'),
('565544','citra','2013-09-07','P'),
('164335','budi','2005-03-01','L'),
('111273','rudi','2013-12-10','P'),
('691328','sari','2014-06-27','L'),
('626254','sari','2006-03-22','P'),
('590973','gita','2006-04-01','P'),
('066336','citra','2009-11-15','L'),
('365314','rina','2011-07-22','L'),
('529138','rizky','2013-01-18','L'),
('083424','hendra','2008-02-07','L'),
('828294','gita','2006-01-26','L'),
('468082','sari','2012-02-18','P'),
('147867','dewi','2014-03-04','L'),
('283814','rina','2006-07-25','P'),
('520642','ayu','2012-07-04','L'),
('145790','rizky','2015-07-11','P'),
('511655','indah','2015-05-14','P'),
('000002','agus','2005-07-20','P'),
('828050','nanda','2012-09-24','L'),
('896835','bayu','2008-08-28','L'),
('126026','mira','2012-02-10','L'),
('104123','budi','2006-11-07','P'),
('624286','sinta','2009-10-01','L'),
('191340','utami','2007-03-11','P'),
('977028','kartika','2009-10-03','L'),
('412363','joko','2012-07-30','L'),
('231040','mira','2014-02-12','L'),
('439208','rizky','2014-02-11','L'),
('142286','nanda','2014-02-28','L'),
('418561','joko','2008-12-21','P'),
('666428','gita','2011-02-16','L'),
('843457','budi','2014-09-15','L'),
('975478','vina','2006-05-26','L'),
('234712','rizky','2005-03-17','P'),
('356852','rina','2013-10-10','P'),
('394360','mira','2006-09-12','P'),
('964794','yoga','2007-02-05','P'),
('226203','sinta','2009-08-16','L'),
('746355','hendra','2014-08-24','L'),
('426834','gita','2013-03-23','L'),
('552221','lia','2015-06-01','P'),
('950887','sinta','2006-11-21','L'),
('247904','joko','2014-01-17','P'),
('259477','rizky','2009-11-08','L'),
('327629','nanda','2015-08-27','P'),
('989816','mira','2008-08-14','L'),
('595984','tono','2013-03-21','L'),
('649147','farah','2010-02-27','L'),
('472796','indah','2010-09-27','P'),
('477766','yoga','2008-07-21','L'),
('073152','tono','2006-08-16','L'),
('904085','rudi','2009-06-09','P'),
('883896','mira','2011-12-01','L'),
('474190','putri','2012-07-13','P'),
('391917','bayu','2012-06-07','P'),
('948340','budi','2008-02-15','L'),
('510347','citra','2005-06-17','P'),
('954253','farah','2014-10-24','L'),
('957468','eka','2010-03-28','P'),
('590475','rina','2008-07-28','L'),
('334856','hendra','2011-03-10','P'),
('167656','hendra','2010-04-05','L'),
('674228','yoga','2009-04-26','P'),
('649818','lia','2011-04-20','P'),
('264693','rizky','2013-01-23','L'),
('932491','indah','2011-11-04','P'),
('844412','agus','2015-06-18','P'),
('634314','agus','2009-07-07','P'),
('375963','hendra','2012-06-08','P'),
('378798','rudi','2014-10-30','P'),
('622775','eka','2006-06-16','L'),
('108898','bayu','2013-04-22','L'),
('899775','gita','2006-09-20','P'),
('802928','kartika','2012-04-15','P'),
('703926','wawan','2015-06-05','P'),
('131197','budi','2007-09-09','P'),
('015519','farah','2006-08-10','P'),
('315458','rizky','2010-01-14','P'),
('228044','indah','2009-05-26','P'),
('443708','eka','2005-05-14','L'),
('616237','nanda','2013-02-12','P'),
('282498','zahra','2011-05-16','P'),
('804143','budi','2008-03-07','L'),
('245485','sinta','2009-07-27','L'),
('402751','rizky','2012-11-19','L'),
('366421','ayu','2009-12-14','L'),
('932388','eka','2010-05-24','L'),
('743600','sari','2007-12-06','P'),
('846867','budi','2013-09-28','L'),
('067411','hendra','2011-03-12','P'),
('842521','kartika','2006-10-30','P'),
('264983','indah','2014-09-02','L'),
('793057','bayu','2005-04-17','L'),
('856341','utami','2010-09-22','P'),
('441662','rudi','2008-12-13','P'),
('979368','lutfi','2007-06-14','L'),
('816246','nanda','2007-12-08','L'),
('188285','rudi','2009-05-27','L'),
('427363','gita','2013-03-21','P'),
('086546','rudi','2011-02-20','L'),
('570292','joko','2006-05-01','L'),
('735466','bayu','2009-02-21','P'),
('394741','sari','2012-08-20','P'),
('679252','eka','2010-09-10','P'),
('232117','fajar','2014-08-03','P'),
('202800','putri','2010-11-15','L'),
('331759','indah','2012-02-12','P'),
('473618','rizky','2008-06-01','P'),
('429896','farah','2010-05-31','L'),
('233880','yoga','2012-10-29','P'),
('505565','lutfi','2005-05-03','P'),
('296215','tono','2005-06-23','L'),
('006307','lutfi','2014-05-27','L'),
('198027','fajar','2012-12-28','L'),
('117450','vina','2013-05-08','P'),
('496686','eka','2013-05-07','P'),
('460629','joko','2008-02-18','L'),
('609627','rudi','2012-08-01','L'),
('767963','wawan','2014-01-06','P'),
('034916','lia','2008-10-13','L'),
('900224','citra','2008-08-05','L'),
('920601','nanda','2008-02-05','P'),
('307227','sinta','2013-05-23','P'),
('509403','ayu','2008-06-10','P'),
('736458','farah','2006-02-11','P'),
('815514','sinta','2011-08-26','P'),
('036984','utami','2015-11-16','L'),
('863157','nanda','2012-12-04','L'),
('642821','farah','2005-04-04','P'),
('818881','rina','2005-01-12','P'),
('840825','budi','2010-05-11','L'),
('208473','kartika','2014-11-09','L'),
('004095','vina','2008-04-18','P'),
('708836','nanda','2010-07-21','P'),
('462848','ayu','2015-03-17','L'),
('319820','fajar','2014-10-21','L'),
('764661','nanda','2006-06-13','P'),
('711395','agus','2015-10-23','L'),
('033740','citra','2015-05-15','P'),
('976218','dewi','2013-12-11','P'),
('365727','farah','2011-01-24','P'),
('132496','sinta','2015-03-23','L'),
('252095','putri','2015-05-10','P'),
('649537','hendra','2011-03-19','L'),
('205044','rizky','2007-10-14','P'),
('647023','yoga','2013-12-16','L'),
('460741','indah','2007-03-16','L'),
('148694','ayu','2006-11-18','P'),
('582526','fajar','2010-02-16','L'),
('458925','dewi','2013-10-11','L'),
('306592','sinta','2009-09-19','L'),
('884781','fajar','2014-12-11','L'),
('910539','agus','2008-08-03','L'),
('597769','rudi','2005-07-19','L'),
('148718','joko','2011-05-16','P'),
('566823','rina','2010-06-09','L'),
('507355','budi','2006-01-26','L'),
('852946','ayu','2007-12-10','L'),
('763844','citra','2009-07-10','L'),
('459088','dewi','2009-10-15','L'),
('463613','utami','2009-10-26','L'),
('073277','dewi','2010-06-18','P'),
('314016','yoga','2008-09-19','L'),
('371217','indah','2009-06-01','L'),
('985374','rudi','2009-08-12','L'),
('231067','putri','2009-08-15','L'),
('657570','rizky','2015-03-28','P'),
('763113','wawan','2005-02-24','P'),
('688806','sinta','2013-10-03','P'),
('150654','gita','2006-02-04','L'),
('146735','utami','2009-03-17','P'),
('512006','farah','2011-09-08','L'),
('721632','citra','2005-07-23','L'),
('764328','agus','2005-03-30','L'),
('584278','mira','2008-01-12','P'),
('741034','gita','2005-10-22','L'),
('865405','zahra','2008-04-29','P'),
('473065','putri','2009-01-17','L'),
('930206','joko','2007-06-06','L'),
('462249','wawan','2011-01-30','L'),
('163507','ayu','2015-03-10','P'),
('764606','sinta','2006-09-04','L'),
('575400','rizky','2006-10-04','L'),
('085807','lia','2014-12-01','L'),
('158117','putri','2010-11-27','L'),
('041029','dewi','2012-09-24','P'),
('093766','fajar','2011-02-11','L'),
('292627','sari','2014-08-10','P'),
('873116','yoga','2015-10-22','L'),
('452229','vina','2015-02-05','L'),
