INSERT INTO wali_siswa (nik, nama_w, alamat_w,tanggal_w) VALUES
('4293853001898427','Nellie Klein','Kawfe Parkway','2081-07-23'),
('0763078030246089','Brian Bass','Feniz Ridge','2103-08-21'),
('2444536842694677','Iva Atkins','Zesat Pass','2076-11-24'),
('2439917205842711','Derrick Grant','Borpob Pass','2031-08-12'),
('2585802574335851','Eva Reid','Kinci Loop','2073-03-17'),
('5389450929452465','Ronnie Baldwin','Osojo Glen','2034-02-28'),
('4903003052119532','Addie Hudson','Isahi Boulevard','2112-04-26'),
('9714368277972192','Roxie Robertson','Afemet Path','2076-05-26'),
('4781673384979499','Bernice Frank','Rutafo Highway','2064-04-06'),
('4846660318469610','Barry Wells','Lubha Heights','2027-12-03'),
('3109266882937924','Maria Hogan','Pamhez Manor','2118-06-13'),
('6429996261033334','Chase Blair','Vehjeg Terrace','2125-07-07'),
('4809128164443446','Alberta Bush','Vinoj Turnpike','2072-12-04'),
('5765835772660197','Nicholas Owen','Maafu Heights','2122-09-05'),
('6388123223661406','Carl Bryant','Tazsa Terrace','2112-11-12'),
('2869363257680699','Ronald Hardy','Avdiv Parkway','2122-02-11'),
('5037791912090612','Clifford Warner','Kajup Street','2089-01-16'),
('7960746029059913','Larry Lane','Nubo Heights','2053-06-13'),
('8540289168209960','Essie Moran','Adigu Terrace','2035-05-26'),
('9170791526488764','Clara Moss','Osofo River','2060-08-10'),
('4419651975885474','Hulda Jennings','Recaw Street','2110-11-15'),
('0343904447812011','Eula Phelps','Vopwev Square','2027-07-24'),
('7912539105363568','Carrie Hines','Inimed Pass','2122-12-29'),
('7302937712149075','Isabella Thomas','Ciro Grove','2037-04-14'),
('4109702766134672','Essie Marsh','Mipkun Terrace','2090-01-12'),
('3388826313273136','Madge McDonald','Felo Pike','2102-08-09'),
('8917477105671882','Gerald Pierce','Titep Turnpike','2026-09-28'),
('6921068294042268','Maurice Ingram','Wocul Key','2124-02-05'),
('0229464198908593','Adrian Keller','Suvel Extension','2075-01-09'),
('1547974077778552','Jay Holloway','Nerpo Turnpike','2117-02-13'),
('6779915694776815','Kathryn Ball','Moko Manor','2029-10-21'),
('4247200109432344','Carl Washington','Koiwu Boulevard','2077-05-21'),
('8725782048692865','Florence Stephens','Vanzew Trail','2104-06-27'),
('8342836289829529','May Watson','Cepim Terrace','2125-10-13'),
('5786498336615871','Cecelia Powell','Dihmaf Drive','2114-10-07'),
('1107180412529064','Philip Walker','Voki View','2027-06-14'),
('6740422498694327','Alice Robinson','Leeju Ridge','2067-12-29'),
('9508560127409965','Jackson Howell','Kirnig River','2052-04-26'),
('8243621096440371','Roxie Cobb','Pomuja Junction','2105-01-10'),
('6205189188312656','Daisy Rivera','Jetva View','2090-05-07'),
('4055288573010750','Harriet Hanson','Esoosi Path','2065-02-14'),
('4316792641211599','Josie Thornton','Luwi Center','2047-05-19'),
('1886703552974664','Mollie Crawford','Ropos Parkway','2085-05-23'),
('2297851819458596','Johnny Terry','Fisoj Glen','2091-02-09'),
('2089323233617292','Augusta Medina','Nokowa Boulevard','2060-06-01'),
('1765093759166680','Viola Schwartz','Duskeg Center','2066-09-08'),
('4216771940464759','Isabella Daniel','Zehef Plaza','2086-07-10'),
('5595396855344394','Theodore Joseph','Silin Boulevard','2094-09-16'),
('5078904356577246','Brent Simmons','Uzuguj Circle','2053-10-21'),
('0139422421490974','Edith Butler','Guse Loop','2097-06-02'),
('7033270260288467','Delia Martinez','Ebisi Pass','2046-08-30'),
('1461227474184337','Mae Lloyd','Pavwe Drive','2025-08-17'),
('4912440091266037','Adelaide Barber','Bivus Trail','2031-11-18'),
('9218936260131699','Jack Lambert','Jinim Way','2031-08-01'),
('9021691870645475','Rosa Summers','Savli Ridge','2095-03-08'),
('7567538666609489','Austin King','Cevcal Court','2094-02-17'),
('7881984234203719','Louise Webster','Nipha Extension','2122-01-08'),
('3224600993952259','Bobby Harmon','Sumuj Mill','2090-03-20'),
('8639901730722857','Adelaide Joseph','Ilico Glen','2081-02-24'),
('3251384159570585','Belle Hanson','Pivuz Glen','2104-02-23'),
('0643529527662908','Fannie Blake','Mawed Extension','2059-01-15'),
('3409128522906531','Jon Dixon','Watme Point','2050-11-03'),
('4371751372602202','Larry Barrett','Eveko Pike','2061-09-13'),
('5146213278279011','Mildred Rodriguez','Vagow Point','2033-06-16'),
('6855049635771652','Franklin Willis','Esitu Glen','2101-03-23'),
('7819555028299121','Willie Cohen','Teto Junction','2085-02-13'),
('4569633922231046','Catherine Parker','Came River','2044-01-04'),
('0652568683985539','Rebecca Alvarez','Ulisup Plaza','2071-05-12'),
('3702699215380014','Ada Gibbs','Vabce Point','2080-09-12'),
('8158637827777631','Kenneth Snyder','Etsum Manor','2071-05-10'),
('5264796684943532','Gertrude Garza','Bimjuj Park','2124-03-13'),
('3657076702566510','Lizzie Thornton','Baob Pass','2095-11-17'),
('1995065226197755','Ralph Owen','Ropez Drive','2108-11-02'),
('8863754915959236','Adele Hale','Kewop Terrace','2105-10-20'),
('2369665007195608','Lida Goodwin','Ujaeri Street','2027-11-01'),
('4720791223681382','Mildred Stevens','Inop Grove','2093-02-21'),
('4647010217454802','Augusta Tate','Gibavo Place','2058-12-14'),
('5378699823377267','Christine Thomas','Osofif Plaza','2121-02-01'),
('6683544772600402','Lela Wagner','Wajmij Terrace','2061-10-29'),
('2960392676621342','Harvey Weber','Otgan Park','2111-10-24'),
('9212445180251346','Eva Mendez','Dolgu Plaza','2084-04-18'),
('4906549132305359','Joe Dunn','Zoztop Drive','2079-05-26'),
('9558227092627953','Sophie Tyler','Ifvem Park','2030-04-13'),
('2545460151135501','Eleanor Barber','Bekhu Grove','2036-06-21'),
('6052699695308350','Inez Conner','Nirud Court','2071-09-09'),
('3720451130786131','Kenneth Henry','Ruswod Point','2073-07-12'),
('3912047823821264','Winnie Ramos','Kiub View','2073-10-02'),
('6226684603464172','Susan Becker','Falecu Ridge','2054-09-04'),
('8250914132515837','Bryan Kelley','Nosa Road','2055-04-01'),
('7643742412931670','Lora Tyler','Adodap Square','2088-04-27'),
('9133075919327313','Abbie Terry','Puhik Extension','2090-06-20'),
('4896287925914521','Bettie Reynolds','Ruvat Heights','2107-07-30'),
('2657623786734471','Olive Stanley','Cabga Grove','2043-11-19'),
('3625768022938008','Jason Kelly','Tofu Street','2050-01-06'),
('2145412557690183','Ian Greene','Bazwu Heights','2117-05-24'),
('5789377836237914','Susan Bryant','Sichu Street','2063-11-27'),
('1018724842644962','Albert Jacobs','Murefu River','2110-10-19'),
('7688008996544459','Arthur Fisher','Lahi Center','2055-09-25'),
('6712418709060290','Adeline Blair','Lezkar Center','2082-01-24'),
('7208313113944210','Elsie Harper','Cebi Path','2072-08-25'),
('8907353809292352','Jerome Campbell','Kizgo Trail','2077-01-14'),
('1441597136068961','Olga Bass','Cuvip Highway','2054-12-03'),
('1055336097527622','Devin Drake','Hezebu Circle','2088-06-03'),
('1634390312881494','Maurice Kim','Cutce Turnpike','2088-06-24'),
('1640873837234942','Brian Bailey','Hapkim Plaza','2044-02-04'),
('7709561187780740','Derrick Jones','Ruvid Key','2101-08-24'),
('7568522914379923','Herman Cunningham','Ekeluz Manor','2025-08-14'),
('9465179856405192','Bertie Murray','Nuuju Avenue','2103-06-29'),
('4192509995294082','Inez Frank','Idufa Plaza','2102-03-06'),
('5789129398918983','Edwin Shaw','Pufe Ridge','2118-03-08'),
('2301105064991185','Bobby Barber','Gosret Trail','2051-09-15'),
('6305100461725113','Eugene Morgan','Tude Mill','2098-11-12'),
('8258375071650116','Jim Long','Uvni Pass','2122-12-22'),
('4217658494317455','Olive Saunders','Kive Mill','2067-05-23'),
('1350787737284276','Della Payne','Himav Court','2111-01-06'),
('3207711640877021','Cody Strickland','Gawwap Junction','2107-04-22'),
('1003609126304846','Andre Logan','Tafpot Ridge','2055-09-05'),
('5632938738302095','Cordelia Casey','Esece Ridge','2057-03-11'),
('8297701537457028','Gene Gibson','Ciwas Park','2067-09-29'),
('4873686341893110','Bruce Wolfe','Oseohu Point','2114-12-06'),
('5714765341052324','Leroy Shelton','Aklan Street','2075-03-13'),
('7589248222100006','Isaac Park','Linif Heights','2089-05-28'),
('8253733678351886','Helen Hall','Giko Trail','2079-04-27'),
('1466412950267248','Arthur Butler','Sehcug Center','2116-07-07'),
('6312255688067637','Clyde Morgan','Betde Grove','2029-12-29'),
('1180830547754237','Alice McCarthy','Fobe Heights','2107-07-05'),
('8257938005711629','Joseph Santiago','Fepmo Way','2059-12-20'),
('0086887896461721','Howard Gomez','Hekic Drive','2114-01-25'),
('4971004253424565','Adam Peters','Fatver Heights','2082-05-15'),
('6546208743301480','Jose Harvey','Tokin Place','2095-01-27'),
('9433834651486229','Larry Daniel','Zeew Pike','2035-08-13'),
('7426295169078220','Stanley Terry','Uholac Extension','2124-10-24'),
('2239897365552565','Esther Daniels','Wime Key','2057-11-14'),
('4879349407900063','Floyd Beck','Govwu River','2058-02-25'),
('9783449369768712','Fred West','Hunfa Glen','2078-09-12'),
('1547700794521413','Lily Fuller','Erehu River','2093-04-09'),
('9652539709765887','Christian Hansen','Lalez Key','2107-02-19'),
('3516878310853768','Loretta Palmer','Irezo Street','2043-04-11'),
('7537143047327148','Jessie Banks','Zugani Way','2061-10-21'),
('9867920654317067','Elmer Erickson','Lagule Trail','2066-11-20'),
('7466877039745100','Glenn Hodges','Dokpi Path','2049-12-13'),
('8204174823568877','Wesley McKenzie','Dogu Way','2040-11-08'),
('9993868470209633','Douglas Roberson','Akade Terrace','2097-02-25'),
('0202831148666132','Jeffrey Carter','Ujija Park','2043-08-17'),
('3064587899987400','Esther Munoz','Rorna Place','2118-12-25'),
('9878474194771754','Kenneth Aguilar','Cotu Point','2044-03-04'),
('8320059815308586','Elizabeth Obrien','Wawi Path','2122-02-25'),
('2610850502858196','Nina Parsons','Jozil Way','2099-05-19'),
('5062698732696804','Russell Hawkins','Riki Turnpike','2099-06-03'),
('6451124808516117','Max Harrington','Mihso Park','2061-08-13'),
('1584912535355299','Hilda Snyder','Ujisiv Plaza','2093-08-28'),
('4378979163067021','Noah Burgess','Fugid Place','2057-04-12'),
('8033743904316745','Nannie Hogan','Epar Ridge','2123-05-18'),
('1840182012852198','Ruth Carr','Wojpu Square','2066-09-15'),
('3507872635784187','Norman Hammond','Sowfo Circle','2120-11-01'),
('5935476128951713','Jason Nguyen','Izovu Trail','2025-09-29'),
('3637722643424793','Harriett McGuire','Zaghit Boulevard','2119-07-31'),
('4419777966153636','Ina McDaniel','Urapec Court','2063-09-13'),
('0751365601929522','Derek Vasquez','Imavo Path','2106-10-12'),
('9887565670667982','Mark Spencer','Donot Circle','2031-02-12'),
('7382433064446723','Victor Snyder','Nojjod Avenue','2040-05-21'),
('5352801245197581','Hilda Davis','Cibwig Street','2028-09-15'),
('6935139173873336','Samuel Gutierrez','Ehwe Mill','2064-11-26'),
('1671157790715125','Stanley Mendoza','Loin Trail','2096-09-03'),
('5258568792047169','Eugene Little','Veva Terrace','2040-01-12'),
('3708436798761924','Nathan Barnett','Moncac Boulevard','2037-06-01'),
('9884780389111630','Sarah Ford','Pibupu Park','2103-09-21'),
('5273516699837429','Lura Spencer','Zerlis Avenue','2107-09-29'),
('6431188116365311','Ada Bailey','Zain Extension','2097-03-26'),
('8852594071477803','Mattie Jensen','Dohaf Loop','2032-12-19'),
('6978672196979545','Sara Warren','Haha Turnpike','2025-09-21'),
('9693106508225758','Alfred Delgado','Butzu Key','2081-06-02'),
('8448479521513817','Miguel Carlson','Tecoc Circle','2070-03-12'),
('1672196499516005','Henry Herrera','Fileh Center','2083-04-15'),
('4682148784073948','Charles Haynes','Mihbe Manor','2117-03-21'),
('7146235489101973','Erik McGee','Lilibo Ridge','2089-04-18'),
('2194216707002049','Dale Kelly','Dumgoz Avenue','2102-03-19'),
('1097796368787696','Terry Alexander','Pifi Lane','2081-08-25'),
('7098979817370288','Olga Hammond','Dacat Glen','2094-07-08'),
('7578553615142778','Barry Bennett','Kohku Park','2099-10-26'),
('0398548818831629','Alex Morton','Fehsep Junction','2057-07-17'),
('1612039769485198','Gerald Walton','Racir Square','2076-08-19'),
('2711642477334506','Ann Wagner','Cevu Lane','2097-11-15'),
('0978217496281741','Myrtle Aguilar','Ocmem Trail','2056-12-23'),
('0351157478419873','Nellie Gardner','Signi Avenue','2094-06-28'),
('3343629472024977','Fred Gordon','Cufa Path','2059-01-06'),
('2487551351715898','Rosetta Daniel','Nimoz Park','2037-06-26'),
('2620571449603811','Blanche Flowers','Guel Loop','2108-06-25'),
('7805987620891986','Bettie Fuller','Elida Heights','2116-07-09'),
('0665695760751779','Claudia Rowe','Atiri Place','2112-05-29'),
('8278156303127242','Joel Davis','Lolho Parkway','2108-02-13'),
('0341113554156978','Luke Ford','Topnul Path','2100-11-26'),
('4532903118996584','Minnie Cummings','Puwa Heights','2110-02-02'),
('7595302177752548','Nancy Clayton','Wetu Ridge','2042-04-10'),
('3378091896776814','Sophia Jacobs','Jiduro Drive','2113-10-02'),
('5663468583446929','Wesley Reeves','Tema Center','2062-08-22'),
('7632351919605986','Beatrice Zimmerman','Fecuk Highway','2039-03-29'),
('1894651591412645','Roger Marsh','Jefwu Court','2048-04-28'),
('7113288983475434','Jimmy Quinn','Jupluw Center','2044-01-03'),
('4925117771410239','Joseph Bell','Irina Boulevard','2041-07-20'),
('4060832029953414','Bryan Nguyen','Gege Highway','2094-02-03'),
('7953880986928847','Jon Armstrong','Deok Place','2076-05-25'),
('2160910472998075','Patrick Ferguson','Ciszo Key','2026-01-14'),
('0024465061033451','Kenneth Fields','Veda Park','2125-01-23'),
('0439704665814603','Elijah Strickland','Manomo Boulevard','2047-09-22'),
('7214279619311613','Luis Frank','Regu Center','2034-09-08'),
('4499240080553738','Millie Clark','Guzul Center','2026-06-14'),
('0215845715276120','Oscar Phelps','Upicul Junction','2042-07-23'),
('2755323653103350','Mitchell Stevens','Lijed River','2121-03-02'),
('8446712485438066','Marc Stewart','Karuf Turnpike','2104-03-19'),
('6169138346572842','Ricardo Love','Juoj Plaza','2040-07-09'),
('4810332767704202','Matilda Gonzales','Ufowap Park','2066-06-17'),
('0842320429602043','Amanda Daniel','Upatoh Road','2049-09-21'),
('2886292087552039','Adelaide Castro','Oteto Park','2119-01-05'),
('6222778923737916','Brett Bridges','Wawjib Parkway','2064-10-19'),
('5459525676618775','Theresa Stevenson','Dogi Pass','2101-09-11'),
('3241035728591149','Tony Daniels','Goga Mill','2042-03-12'),
('8724937888278058','Joshua Copeland','Peser Path','2036-07-22'),
('8638558507617759','Micheal Edwards','Tozju Court','2124-10-02'),
('5417767057757246','Lily Yates','Pamke Park','2121-05-22'),
('1768222694005011','Manuel Welch','Esuku Drive','2110-08-20'),
('8883358208376367','Ruby Watts','Ikace River','2109-09-20'),
('0094801665217956','Jose Patrick','Gihag Pike','2051-05-06'),
('2991311799280718','Sadie Lucas','Kezje Junction','2120-01-14'),
('3980765280047804','Lora Wolfe','Atetah Court','2063-06-13'),
('9882759448524326','Sophie Adkins','Icein Highway','2063-01-18'),
('9871562983884815','Katharine Morales','Pijat Street','2033-10-04'),
('9453156334120639','Nathaniel Kelley','Fifmir Road','2063-04-08'),
('6464067086494992','Katherine Tran','Hajec Road','2075-11-15'),
('7080967232425565','Gabriel Nunez','Gibte Extension','2041-09-25'),
('9745503426449295','Margaret Patrick','Kohe River','2092-01-02'),
('1823841036226191','Danny Houston','Iwuow Avenue','2062-06-19'),
('0539491020140366','Linnie Conner','Namfih Terrace','2093-02-01'),
('9825545685633896','Dennis Stewart','Gogsi View','2091-04-22'),
('0051426128115959','Andrew Cox','Mazzat Park','2113-01-08'),
('1367607961238752','Sylvia Olson','Uliwa Court','2078-11-11'),
('4481681759148829','Helen Collier','Viste Grove','2030-11-12'),
('8536686145451641','Eva Daniels','Zawno Way','2097-09-14'),
('0702954233628608','Robert Yates','Fovab Avenue','2048-06-23'),
('8966893381518782','Susan Little','Riba Extension','2025-05-16'),
('0876603509008338','Barry Ortiz','Izofur Parkway','2083-09-26'),
('0414458819225495','Jeffrey Chambers','Dojic Pass','2115-12-10'),
('9598334815044766','Luis Stevenson','Vapvi Parkway','2050-07-31'),
('4901183590699873','Hallie Riley','Macgad Road','2104-04-16'),
('6535966309543803','Mike Daniel','Juruna Center','2084-05-03'),
('3423949973290166','Luella McLaughlin','Overu Turnpike','2047-03-29'),
('8579783908579796','Joseph Robinson','Dilut Path','2104-06-01'),
('6509616914777124','Nina Hardy','Heshaj Center','2081-09-19'),
('1745972227821526','Lora Kelley','Bupe Path','2035-11-02'),
('0709172230591744','Seth Graves','Vicup Road','2098-12-10'),
('6332342236683065','Ellen Potter','Caod Key','2061-09-26'),
('6687766683422302','Hannah Clarke','Nejrit Lane','2109-11-18'),
('3132629264968367','Bernard Reid','Narwuz Mill','2087-02-18'),
('6075018707738944','Earl Franklin','Onolo Mill','2062-07-24'),
('1353944682363416','Mittie Rodriguez','Pecase Terrace','2054-08-11'),
('5148078374036338','Kate Blake','Kehoh Road','2064-09-17'),
('1684490171892330','Harvey Boyd','Ardin Boulevard','2076-07-27'),
('1631062885264347','Jorge Doyle','Wafok River','2046-09-28'),
('8274113640902870','Eugene White','Lorud Heights','2084-09-03'),
('2462148980647368','Jeffery Cannon','Rorzup Point','2041-08-07'),
('7032488999118766','Milton Copeland','Ovaoba Circle','2043-09-02'),
('1839830740994062','Cody McCoy','Rago Path','2030-12-14'),
